Campaign_ID,Product_ID,Budget,Clicks,Conversions,Revenue_Generated,ROI,Customer_ID,Subscription_Tier,Subscription_Length,Flash_Sale_ID,Discount_Level,Units_Sold,Bundle_ID,Bundle_Price,Customer_Satisfaction_Post_Refund,Common_Keywords
CMP_CK2E2H,PROD_5F7QQW,17894.1,2719,232,59184.34,1.68,CUST_AA9EDX,Premium,32,FLASH_DW9X6U,20,76,BNDL_RZ2JL7,87.37,3,Innovative
CMP_PCZXL5,PROD_TJ4GC5,46171.28,2534,658,92015.9,4.46,CUST_DXHH2X,Basic,22,FLASH_LZQUL6,15,194,BNDL_I91XJ8,399.41,2,Affordable
CMP_H9OLIH,PROD_776H3N,27922.28,2215,12,27559.33,0.66,CUST_7520T9,Premium,23,FLASH_F2TBWE,35,141,BNDL_ZVJO3H,137.32,4,Stylish
CMP_VDCXYC,PROD_ACYA0O,47171,3425,633,85927.65,0.88,CUST_HDH3A8,Basic,24,FLASH_BU592C,21,115,BNDL_TTP0DB,250.31,3,Stylish
CMP_XYVDJ2,PROD_COACI1,17020.46,4706,229,59898.11,1.4,CUST_5K2SF3,Standard,26,FLASH_T92TM1,51,32,BNDL_ZE5M2A,98.51,2,Durable
CMP_82CIMF,PROD_C37J8C,49403.36,3565,2,25587.75,3.57,CUST_LMBVNV,Basic,10,FLASH_H2EHLH,26,180,BNDL_X7DX8L,160.81,3,Stylish
CMP_M4PNBM,PROD_3VWYEM,10656.98,2019,782,90898.74,3.65,CUST_4VS20A,Premium,27,FLASH_PJQMTR,12,14,BNDL_Y0A455,50.53,2,Durable
CMP_KRBITV,PROD_ZKLYSH,29255.74,4280,496,16117.96,3.55,CUST_W1QJQW,Premium,26,FLASH_AEX4J3,14,39,BNDL_DYDY3H,65.13,2,Innovative
CMP_75VFCI,PROD_R24QHP,31728.87,1499,310,35825.55,3.74,CUST_KQQNW4,Standard,1,FLASH_ZL0JFV,67,156,BNDL_BQTV4C,444.33,4,Stylish
CMP_5HW6W1,PROD_NRRCT0,46762.23,1454,50,34829.61,3.53,CUST_JEQ8DT,Standard,16,FLASH_6W1LZ3,54,104,BNDL_3K39JF,288.33,2,Innovative
CMP_IKDRIT,PROD_H1EULU,44399.68,2619,490,69948.96,3.84,CUST_NGC88D,Basic,13,FLASH_6TD55M,60,66,BNDL_W15XD0,426.68,2,Stylish
CMP_MDQAE8,PROD_Z0ETJ7,27086.23,3726,216,61081.16,4.89,CUST_1MR1GC,Premium,1,FLASH_R565DC,51,16,BNDL_ENLB3B,97.57,4,Innovative
CMP_39Z0TQ,PROD_MEHFZJ,9315.55,1079,647,50750.78,2.77,CUST_LXAGFT,Standard,34,FLASH_6VTCZF,23,5,BNDL_0X8GY0,325.65,3,Durable
CMP_6BB6WM,PROD_UZA47A,49472.29,3600,624,34200.62,0.87,CUST_YZZIDP,Standard,9,FLASH_T1B9HX,51,27,BNDL_E25F8W,475.1,2,Affordable
CMP_TEW928,PROD_1ICGMD,29132,2558,621,93355.82,3.53,CUST_G7PSYJ,Basic,25,FLASH_5U9WDO,24,15,BNDL_NNEZKK,236.27,1,Innovative
CMP_DRADRA,PROD_LEGTH4,34689.56,2199,339,13080.69,3.42,CUST_H6N585,Basic,1,FLASH_ZB3MS7,65,5,BNDL_6ZJF2X,162.89,2,Affordable
CMP_RBM14V,PROD_4UCZ1U,37308.97,1282,853,47009.14,2.26,CUST_LRR4GQ,Premium,4,FLASH_EYSZXC,33,84,BNDL_HJPB86,339.16,2,Stylish
CMP_BMS4XY,PROD_GB8XI2,4031.62,2053,229,19812.67,0.54,CUST_G4N2WE,Basic,20,FLASH_ZSYGIH,55,11,BNDL_41YTED,158.18,2,Durable
CMP_IBJHYH,PROD_UV23W7,18138.06,4406,2,70133.58,2.31,CUST_M6ZRL2,Standard,10,FLASH_7AEF9Q,65,5,BNDL_G3Z58M,424.56,3,Affordable
CMP_27QKTL,PROD_INIDUL,43005.55,4632,789,27766.41,3.26,CUST_QYPTJL,Premium,34,FLASH_MQP0KC,54,9,BNDL_2J0AY9,425.83,1,Affordable
CMP_XW88S4,PROD_MAWR2W,43937.8,3245,314,46800.55,3.24,CUST_5SBNZL,Premium,22,FLASH_5U4JF3,29,124,BNDL_29QPKL,182.92,2,Affordable
CMP_BABTJB,PROD_2QKXDJ,33633.08,1270,443,70162.24,2.07,CUST_Z58OYH,Premium,3,FLASH_3PLKL5,62,58,BNDL_D3BJ51,223.19,4,Affordable
CMP_94ZQSN,PROD_OLT8VU,6082.7,4432,420,77718.8,0.96,CUST_91G7CX,Standard,27,FLASH_7AXY64,13,106,BNDL_4RMG19,87.95,2,Innovative
CMP_3N1945,PROD_Z5C8UW,28857.02,1842,395,2435.09,4.82,CUST_LPLVEK,Premium,3,FLASH_D5TIOF,50,151,BNDL_PU5TYV,391.45,2,Affordable
CMP_57VRDI,PROD_NIGETD,41180.39,3063,468,88014.46,0.94,CUST_WIN5EU,Premium,14,FLASH_50UR7X,35,76,BNDL_FWH7MR,472.24,3,Innovative
CMP_45SSIB,PROD_8MTGEC,22461.41,2305,461,27687.91,1.76,CUST_3YQC8Z,Basic,32,FLASH_KEDWLO,19,21,BNDL_J5GJ3X,186.95,1,Affordable
CMP_JZLGH2,PROD_RFETTG,16678.04,2208,855,29308.25,1.13,CUST_NTO8XB,Standard,13,FLASH_YDJS5X,59,74,BNDL_YVYKBP,189.87,2,Affordable
CMP_RF3LX5,PROD_E1X8XX,48718.54,3232,432,71675.11,4.18,CUST_SPPFA1,Standard,11,FLASH_52NWGZ,14,15,BNDL_TFI3AU,181.31,4,Affordable
CMP_140OQY,PROD_2JFLVX,20205.11,722,369,30839.78,1.98,CUST_QBZL8C,Basic,4,FLASH_77OIGD,41,48,BNDL_TYBP65,199.41,3,Affordable
CMP_MCCNI1,PROD_6OMMEC,1751.62,3424,369,64480.27,3.72,CUST_ZNOEV8,Standard,1,FLASH_AU7R0E,49,81,BNDL_O461RK,150.24,2,Stylish
CMP_C5HQ5D,PROD_8LWKK0,35366.17,4682,492,5826.6,1.2,CUST_CQ9BUT,Premium,4,FLASH_CK529M,63,155,BNDL_3DTSSG,215.26,3,Stylish
CMP_5VRRQ3,PROD_DC8LKD,25520.01,3459,634,73161.89,3.14,CUST_GAE4EL,Premium,9,FLASH_1S58SW,16,53,BNDL_XATQ9R,325.08,2,Durable
CMP_PD67MV,PROD_KSJ61V,32087.95,2064,459,61127.44,2.74,CUST_24G990,Basic,27,FLASH_AL8UYT,47,56,BNDL_S54WH3,145.2,2,Durable
CMP_EASAPG,PROD_6TMZ9F,28772.83,4670,926,63965.28,3.15,CUST_17FMXS,Premium,2,FLASH_KS3A96,34,104,BNDL_OU2G5C,395.83,4,Innovative
CMP_6GDG4K,PROD_KEEWBX,32958.86,1117,810,88302.62,2.84,CUST_ONQVGB,Premium,21,FLASH_AK0EMV,29,6,BNDL_L863UF,330.25,1,Innovative
CMP_P6THWQ,PROD_RQU4VG,38460.03,1898,631,12917.68,3.37,CUST_GAUOPY,Premium,15,FLASH_754238,14,22,BNDL_ZP0Z1H,410.2,3,Stylish
CMP_U82VN8,PROD_GFHUS6,46016.64,3074,643,23463.89,1.45,CUST_A2WVJD,Standard,26,FLASH_5LYM57,40,38,BNDL_TVLOQ0,133.97,4,Affordable
CMP_E5P4Z8,PROD_T0DJ0B,21968.03,1193,93,85707.76,4.05,CUST_93Q03J,Premium,21,FLASH_506ZU7,34,120,BNDL_2B3GWA,178.95,4,Durable
CMP_U87YMB,PROD_QP1OLQ,22915.2,4675,785,9185.75,4.68,CUST_JURC27,Premium,18,FLASH_IDMTGR,35,15,BNDL_J91OQ0,428.37,3,Stylish
CMP_P3LIFD,PROD_2JUNSZ,48634.26,1759,164,46323.21,2.86,CUST_LKEW51,Basic,5,FLASH_Z3R878,46,151,BNDL_4LY6KN,355.52,2,Stylish
CMP_TSB7L8,PROD_TFELNW,13880.8,2369,352,86504.34,2.04,CUST_TO6FA4,Basic,7,FLASH_RMK34B,20,47,BNDL_G15DEE,254.19,2,Affordable
CMP_DQIIXG,PROD_5I6N67,41488.16,1596,400,76354.17,1.4,CUST_YAL6B8,Standard,3,FLASH_2ZIY70,27,101,BNDL_QD3HJ2,455.55,3,Stylish
CMP_KYOYAB,PROD_3UJJWI,43817.06,4283,282,46861.68,4.2,CUST_NHCAYE,Standard,17,FLASH_4UPG8R,14,169,BNDL_M7FRT1,424.39,3,Affordable
CMP_A36JTG,PROD_S241T8,48296.08,1768,723,86474.23,2.36,CUST_M5GLLY,Standard,10,FLASH_TN30MW,12,98,BNDL_N3YMK6,77.64,3,Affordable
CMP_40CFM1,PROD_9M3W4N,28398.19,1540,198,59246.8,3.46,CUST_B0LV2Q,Standard,23,FLASH_TFULH5,25,33,BNDL_1GX6WN,201.06,3,Innovative
CMP_4PE4OW,PROD_EMGGQK,24508.38,3462,26,52869.78,2.12,CUST_QQGN5G,Standard,2,FLASH_QDX1UY,59,93,BNDL_A0Z6YK,285.09,4,Affordable
CMP_BT1AK0,PROD_IP0NWR,18495.42,1923,207,48862.58,3.1,CUST_HYPRZO,Standard,23,FLASH_803G35,51,127,BNDL_PG2LRW,59.14,3,Durable
CMP_C3ZS9Y,PROD_K73P3H,28392.75,4385,768,90083.15,4.97,CUST_P4Y2C4,Standard,21,FLASH_867SU0,21,45,BNDL_Y1GHF4,100.12,2,Stylish
CMP_SPONKB,PROD_2NEETB,23719.16,4768,23,64324.5,3.21,CUST_X96MBU,Premium,29,FLASH_1GYZO1,21,192,BNDL_7X1F83,114.15,3,Innovative
CMP_YH6WO5,PROD_B42DRP,14511.51,4521,556,27144.56,4.01,CUST_KXY4JO,Basic,16,FLASH_GM0YNT,27,24,BNDL_WNMECR,198.66,1,Innovative
CMP_NSBJGA,PROD_EVBC9O,21951.94,1333,189,17403.33,1.58,CUST_EBQ02P,Basic,21,FLASH_0BZBXM,29,19,BNDL_I2PDAG,404.63,1,Innovative
CMP_IFJ2U8,PROD_I5YREF,17303.36,4610,830,88674.39,2.4,CUST_W5CF36,Premium,17,FLASH_RXPPV8,25,95,BNDL_SN3KCA,81.1,4,Stylish
CMP_CSVDFE,PROD_NBQIGN,29797.69,2807,488,42674.55,2.61,CUST_WG41AD,Premium,1,FLASH_ALRRHV,44,7,BNDL_OQA35L,119.1,2,Affordable
CMP_RDP1A2,PROD_ELO893,38319.27,1110,769,46699.27,1.2,CUST_F3PSM8,Basic,7,FLASH_DT5JZO,16,172,BNDL_0WAI0V,111.62,3,Durable
CMP_3N23DU,PROD_MKX2GD,36004.57,1747,173,28910.86,1.18,CUST_L7O9KT,Basic,11,FLASH_6L8V84,40,152,BNDL_YXT3U8,66.36,2,Durable
CMP_W44YM2,PROD_XAOM1L,9050.83,922,99,11754.12,4.4,CUST_S2QVUN,Standard,15,FLASH_9FV1BE,16,116,BNDL_ZZ6I0C,130.06,3,Innovative
CMP_GLRCVV,PROD_WRS62J,45948.39,983,434,98620.59,1.55,CUST_750OWX,Premium,2,FLASH_189N5P,23,185,BNDL_WU0U3S,225.78,1,Durable
CMP_RGVB1A,PROD_IOYQZW,32700.47,1591,810,93207.31,1.68,CUST_AO5YOS,Premium,14,FLASH_IB7Q0P,47,11,BNDL_82P2O2,227.93,3,Stylish
CMP_11SWTV,PROD_2EJNBU,24397.56,2536,862,80282.77,3.7,CUST_PPMKFM,Basic,14,FLASH_5QWPRY,35,79,BNDL_IW3O9V,423.12,1,Affordable
CMP_7AVYJV,PROD_F3XFQD,27930.31,868,629,22551.74,2.82,CUST_LZ3O92,Premium,32,FLASH_A8RM1J,33,36,BNDL_PDRYAQ,133.63,4,Stylish
CMP_VFHRAL,PROD_H7EUUF,31983.89,2220,942,68912.39,1.34,CUST_I1ZB6H,Standard,12,FLASH_3G7B42,42,166,BNDL_5H58FP,243.34,2,Innovative
CMP_2VZQVY,PROD_QQ7HIH,45714.44,3037,275,26545.24,2.01,CUST_IQ33CP,Basic,4,FLASH_JGUBCE,29,83,BNDL_PQZHXO,443.13,1,Stylish
CMP_7376WP,PROD_13RFW5,39452.93,4685,52,85344.39,2.88,CUST_6N948S,Premium,23,FLASH_MIB1CD,58,103,BNDL_Y0ZNQS,146.15,2,Innovative
CMP_50QLJ4,PROD_H9PDDZ,45943.89,2982,36,7732.98,3.26,CUST_F4A22Y,Premium,9,FLASH_CSYWUW,37,72,BNDL_RLYR0Q,338.33,3,Durable
CMP_WB73J4,PROD_UNF1YC,41305.35,2373,296,3587.49,2,CUST_XL7I7E,Premium,30,FLASH_VF721E,69,25,BNDL_61JKGM,338.2,4,Innovative
CMP_K4M6T3,PROD_XUZSI4,21589.47,1656,605,47172.38,3.77,CUST_SOF6Q0,Basic,3,FLASH_494WGP,55,65,BNDL_QVMMIL,305.18,4,Stylish
CMP_KVX2DB,PROD_P9BE3C,36244.35,1853,950,71829.68,1.24,CUST_JTP3A6,Basic,3,FLASH_USNYH7,57,85,BNDL_1RONZF,485.14,2,Innovative
CMP_JON1RA,PROD_IRBTRU,16573.66,3880,592,47327.23,3.55,CUST_6FZNLI,Premium,20,FLASH_WI46PO,53,4,BNDL_1IP5P6,252.22,1,Durable
CMP_294FAU,PROD_KV0IEK,4893.45,950,305,99541.22,4.85,CUST_PAZ08F,Premium,1,FLASH_WMHLSG,60,74,BNDL_IRZL3X,233.01,3,Stylish
CMP_9YB8NJ,PROD_2020J5,32973.03,2471,530,73044,1.03,CUST_90DBG9,Standard,18,FLASH_FEHLXW,64,78,BNDL_KQX3D8,57.95,4,Stylish
CMP_SGAZGF,PROD_QFE17W,15079.56,1123,751,60878.52,1.05,CUST_S7XLPW,Standard,28,FLASH_OZJKH7,56,6,BNDL_W0YMTY,146.47,1,Innovative
CMP_FCZ41M,PROD_LJZS20,9410.78,3480,654,93500.81,1.6,CUST_GA7L02,Basic,1,FLASH_D2CB3I,54,55,BNDL_7XQH00,423.35,4,Affordable
CMP_8WK0DF,PROD_H244C9,8882.88,3559,602,81007.12,0.8,CUST_UHXBZX,Premium,27,FLASH_II7EH0,16,19,BNDL_AUQVI3,80.43,4,Durable
CMP_ZQOTQR,PROD_WM7S9U,10029.23,4343,716,7347.85,2.14,CUST_AUW33X,Standard,6,FLASH_SUUVIM,47,21,BNDL_YN54Q4,286.41,1,Stylish
CMP_CCINZZ,PROD_B3HPKV,39847.7,3605,943,78960.41,0.99,CUST_O30GOW,Standard,3,FLASH_9WKTLO,59,166,BNDL_2OP7ZO,218.75,1,Innovative
CMP_EHE3ML,PROD_DCEO1G,12075.18,2919,537,64076.09,4.06,CUST_UGSXD8,Basic,2,FLASH_FB343A,10,195,BNDL_4RFAK7,424.31,3,Stylish
CMP_XHPN9B,PROD_62LMSO,31541.34,4131,98,72816.02,3.2,CUST_LNDB66,Premium,12,FLASH_M39U8K,24,153,BNDL_ZPKUQ6,363.81,2,Affordable
CMP_JGSLS5,PROD_MXUFR3,41384.12,4041,978,36245.92,4.19,CUST_SMT6LT,Standard,34,FLASH_T2JP59,22,154,BNDL_UW7LNZ,190.7,4,Stylish
CMP_T9ML20,PROD_A437GE,42251.89,1776,638,46163.2,3.6,CUST_HKBO9D,Basic,12,FLASH_ZH1U7I,53,79,BNDL_FGQDJW,160.52,1,Durable
CMP_N1QB0E,PROD_8FXHX5,24432.37,519,79,85131.21,1.34,CUST_IQBZAE,Standard,3,FLASH_YY57RJ,54,94,BNDL_N2J49O,74.49,3,Affordable
CMP_Y2CDMK,PROD_RQLDMC,36701.65,3273,403,13468.45,1.04,CUST_LIP6AX,Basic,17,FLASH_X71PLE,33,118,BNDL_OK64Z5,360.4,1,Innovative
CMP_764ISW,PROD_I9PJ13,33087.16,4334,291,71835.65,3.05,CUST_DOZHE5,Basic,17,FLASH_F1OU5Z,55,153,BNDL_16X1CJ,141.67,3,Stylish
CMP_3TD6S1,PROD_IGMC6I,48292.99,1700,335,17197.42,1.66,CUST_EZUBPM,Basic,16,FLASH_1PSALV,11,85,BNDL_JJZA27,131.84,3,Durable
CMP_UEJFQ8,PROD_S3EDM6,38869.92,2985,770,34314,1.27,CUST_PGIM27,Standard,21,FLASH_9FWM4I,65,78,BNDL_TE7BON,82.14,1,Durable
CMP_PZVV0S,PROD_GQ6SU9,34953.82,323,264,9503.31,4.19,CUST_OFVF81,Basic,15,FLASH_F9EUJP,36,148,BNDL_TS4ABT,113.78,2,Stylish
CMP_C5XE3F,PROD_HONCL9,20039.97,1737,429,29909.35,2.65,CUST_1WFZBP,Basic,35,FLASH_7UKXRF,23,3,BNDL_KPVWFX,190.3,4,Durable
CMP_3FRVI6,PROD_URE35O,38823.44,3210,171,38368.96,4.32,CUST_3QPG4E,Premium,18,FLASH_3ZBXIT,12,176,BNDL_CQDI4N,138.17,2,Affordable
CMP_XMTP0D,PROD_KLD8EF,44622.2,3544,657,42981.93,2.41,CUST_4RQ4Q4,Premium,24,FLASH_A7XDRP,36,5,BNDL_WUJBK1,211.02,4,Affordable
CMP_XIKQOT,PROD_S9NMW0,39362.8,4497,555,54207.92,4.91,CUST_DTB43Y,Standard,10,FLASH_YQ6A9Z,39,8,BNDL_W05EF3,223.53,3,Durable
CMP_0XN5H0,PROD_1ZA56Z,36580.5,414,175,83009.71,0.93,CUST_9R8BUQ,Basic,28,FLASH_KR4T68,23,140,BNDL_SYRHHQ,101.9,1,Stylish
CMP_7SPE7K,PROD_J8IVMN,45354.62,2172,544,40495.73,1.95,CUST_FWANVZ,Standard,31,FLASH_UKIX1D,20,179,BNDL_V9EW1G,86.88,4,Stylish
CMP_BOJL5X,PROD_FRTTH4,30959.66,3653,420,10580.69,1.59,CUST_QLAGYK,Basic,15,FLASH_OW822F,44,172,BNDL_O7DWC1,57.57,3,Durable
CMP_WOF6PN,PROD_S6DJ0V,46445.64,2952,507,10574.86,0.61,CUST_302ZLI,Basic,33,FLASH_6WSYPM,29,188,BNDL_MZB4K0,123.56,1,Affordable
CMP_2QZ0RO,PROD_5S7YW3,35644.28,1686,986,27152.86,1.06,CUST_EY1DFG,Premium,29,FLASH_YDDOTZ,17,153,BNDL_QWFZKC,211.84,4,Durable
CMP_ZIFYJS,PROD_IE4N32,39666.19,4687,310,86006.15,0.58,CUST_4G2MFX,Premium,17,FLASH_17NODP,29,90,BNDL_QUG0BC,152.35,1,Innovative
CMP_FJKZ43,PROD_7QCT1H,20080.02,2215,601,28112.77,2.74,CUST_6EQFG0,Standard,2,FLASH_5RVAB1,37,5,BNDL_G6RC3G,190.27,3,Durable
CMP_WT6396,PROD_UWRV0V,28939.04,958,423,14999.2,1.63,CUST_KMHHOY,Premium,5,FLASH_8GY93I,63,38,BNDL_ASM295,493.43,4,Affordable
CMP_FJB1AB,PROD_62LB6W,46980.02,3071,992,32563.04,3.85,CUST_SHDOWR,Standard,9,FLASH_MS4CPL,66,99,BNDL_ATKFPC,397.88,1,Durable
CMP_86NA8K,PROD_Z80I8X,40035.86,3115,968,73140.01,3.49,CUST_UXHK33,Standard,12,FLASH_ZBSC7D,26,187,BNDL_063CNJ,117.17,1,Affordable
CMP_BG5S9A,PROD_6HTB9X,24940.41,3750,256,46270.54,2.39,CUST_MTF0I4,Standard,23,FLASH_ATGGSF,68,23,BNDL_37YCEA,136.64,3,Stylish
CMP_UCML7Q,PROD_X40RCI,33341.59,2029,285,23722.3,3.43,CUST_SPXR99,Standard,6,FLASH_ETQSNE,22,182,BNDL_KSTP5P,335.7,2,Affordable
CMP_AZHDXG,PROD_1TC1B2,24357.59,2470,189,75810.63,4.85,CUST_9UDTJQ,Basic,11,FLASH_2A8O1V,39,40,BNDL_IUBMME,103.1,3,Innovative
CMP_G721EE,PROD_LM1G6I,12762.87,2764,802,84773.85,1.24,CUST_MB7XVZ,Premium,12,FLASH_0KCAI9,51,31,BNDL_W6HM86,261.34,3,Stylish
CMP_V47JT3,PROD_SRL69V,32246.75,2491,420,18867.02,4.95,CUST_OI6CE7,Standard,10,FLASH_OWHKBW,44,179,BNDL_IY1O24,134.51,4,Innovative
CMP_PJZW4F,PROD_HJSRMD,42670.55,194,136,41875.44,1.48,CUST_SKGPIF,Basic,33,FLASH_HJE0TK,22,49,BNDL_WA58WZ,366.99,3,Durable
CMP_MO80VS,PROD_L21G3Q,36077.31,3256,956,46639.22,1.55,CUST_DWSDH1,Basic,23,FLASH_56BIRN,67,75,BNDL_BZ282Z,234.99,1,Innovative
CMP_A9OF9B,PROD_6WV8BG,29257.7,3879,104,28545.95,1.95,CUST_3D937T,Standard,10,FLASH_XG92BL,41,13,BNDL_NGPGES,213.24,1,Durable
CMP_77D3SX,PROD_CNSF5O,49144.13,3165,979,57722.1,1.28,CUST_TOT2LW,Premium,34,FLASH_II8S2X,45,82,BNDL_RVOQUX,276.8,3,Innovative
CMP_1EZVUX,PROD_6GLU8G,40120.29,1960,610,29406.47,4.45,CUST_VFPP8C,Standard,21,FLASH_7VWN4S,51,47,BNDL_NTEMLF,63.99,3,Durable
CMP_8ZAGWD,PROD_IV8J7S,17508.1,2659,912,46548.86,1.89,CUST_NFZHK0,Basic,23,FLASH_48D7F7,14,117,BNDL_JWPENX,113.26,1,Affordable
CMP_G7B84Q,PROD_LZD5R5,8212.62,4944,501,73559.69,3.62,CUST_4NMFW8,Premium,16,FLASH_GVKH2O,21,11,BNDL_NTIZIM,281.5,1,Innovative
CMP_RQBG97,PROD_IC9TYY,35519.4,2733,30,61885.3,0.88,CUST_BSSGOR,Basic,32,FLASH_Q8Q9TY,23,69,BNDL_KFXF71,345.87,1,Stylish
CMP_9QL1U2,PROD_USZELX,22102.37,2285,635,53742.14,2.4,CUST_G7Z6BJ,Standard,11,FLASH_LNNX9H,42,4,BNDL_QG3W0E,313.34,4,Stylish
CMP_GGQC4N,PROD_H72AYW,17394.96,1216,288,5427.62,4.41,CUST_8JTW1T,Basic,4,FLASH_EF2BRF,36,33,BNDL_ACMAS9,310.78,4,Affordable
CMP_H30LQN,PROD_2UIZG9,24948.44,2480,857,1712.61,1.95,CUST_CVK5GF,Basic,35,FLASH_HO71KT,36,16,BNDL_UIJJRH,172.01,2,Stylish
CMP_DLWNBG,PROD_ZXRAGH,22430.14,1128,318,77663.85,4.62,CUST_AU0ZDH,Standard,15,FLASH_UW8M49,28,19,BNDL_NC9FLS,368.4,1,Innovative
CMP_6RAV57,PROD_NML1DU,41367.61,3841,543,39935.93,1.75,CUST_2PQ455,Premium,8,FLASH_PYPQKC,22,80,BNDL_85Q369,310.87,2,Innovative
CMP_EAWD7G,PROD_8MC41K,12658.86,1430,388,98532.99,3.39,CUST_YXS7R4,Premium,7,FLASH_BIFDOD,35,67,BNDL_5HMM3P,194.17,1,Affordable
CMP_Z7E0JP,PROD_CY61JH,26973.07,2872,420,88486.69,3.14,CUST_SEUTHX,Standard,16,FLASH_JK9WKG,62,50,BNDL_6RZBWD,186.56,3,Durable
CMP_796R7Q,PROD_LUHE44,39652.35,1536,445,71847.03,2.85,CUST_ZFHFF9,Basic,6,FLASH_J7WNI3,56,93,BNDL_PE2ADI,493.26,3,Affordable
CMP_1UKH7M,PROD_3CDCSJ,39038.41,2171,681,84312.01,2.65,CUST_ITHHDQ,Premium,35,FLASH_JOE4ZV,22,123,BNDL_LJ9JSC,294.23,3,Innovative
CMP_0AOAJC,PROD_UNG4TC,27051.21,1051,781,84719.31,3.9,CUST_XC8XWH,Basic,32,FLASH_VVIL1F,43,12,BNDL_A85M0O,384.95,4,Durable
CMP_9L504P,PROD_309H30,4477.83,4696,257,88554.67,4.66,CUST_5GBY7O,Standard,27,FLASH_VHVG0R,32,8,BNDL_6FCXYY,300.38,2,Affordable
CMP_7ZGOHS,PROD_HPXUQX,40622.06,516,49,2528.11,3.58,CUST_6FMO0S,Standard,12,FLASH_W16LCZ,43,99,BNDL_HDGM88,190.93,3,Affordable
CMP_J4T77Q,PROD_SS0V39,36761.13,3428,129,7817.3,3.56,CUST_DRQAJD,Standard,4,FLASH_NGIQM1,39,126,BNDL_2NF5BK,64.4,4,Durable
CMP_JDQZYT,PROD_4FI88M,27386.51,4361,780,59444.37,0.77,CUST_A54ACF,Standard,26,FLASH_SDZQK4,21,132,BNDL_IDWRRR,193.65,2,Stylish
CMP_NZZLYA,PROD_FU1JHY,40994.13,4543,455,2752.74,0.84,CUST_JJ8N9G,Premium,7,FLASH_G3VMN2,59,180,BNDL_EIDIJ9,147.87,2,Stylish
CMP_NN68Z5,PROD_BOGEXP,9986.96,3872,911,50367.73,2.96,CUST_HIGWBL,Premium,27,FLASH_5JXKGS,66,1,BNDL_VTS9DB,156.37,4,Affordable
CMP_O4OSXS,PROD_18BY2P,45713.2,2542,561,79376.04,3.55,CUST_VXRFTU,Premium,28,FLASH_IJC77X,15,107,BNDL_HPVLXF,200.57,1,Durable
CMP_X5UUJT,PROD_BPHVBB,24288.21,1533,140,23501.81,1.6,CUST_VPO5QX,Basic,6,FLASH_6RGRGP,66,186,BNDL_RLZQPB,224.07,1,Affordable
CMP_IPOFEZ,PROD_RHS6S8,48909.63,3380,38,67187.62,4.43,CUST_CZWFTZ,Standard,26,FLASH_YV57VB,45,36,BNDL_7VWEXR,59.77,4,Innovative
CMP_LJ97DH,PROD_0E7R9Q,47207.17,983,514,5468.46,4.99,CUST_83UL5N,Basic,3,FLASH_ZDJK0T,17,59,BNDL_SCHRS1,208.85,2,Stylish
CMP_0MPYW4,PROD_OWT46M,31787.42,4326,250,75431.71,0.72,CUST_RXAZTS,Premium,5,FLASH_INWGEZ,58,175,BNDL_NAYRZT,432.36,2,Durable
CMP_HXA7O3,PROD_RABT9J,26971.77,3739,970,46461.35,3.56,CUST_QO7AOB,Basic,5,FLASH_AJXCGY,39,117,BNDL_LWY92T,238.18,4,Innovative
CMP_ZO3CWX,PROD_KGWB2Y,17711.6,1147,745,38935.47,0.99,CUST_U8Q3BN,Premium,12,FLASH_6WFT2S,56,25,BNDL_05AH9F,138.1,1,Innovative
CMP_W7BRL9,PROD_LD13YL,42410.79,1877,250,90250.92,3.44,CUST_6V045O,Basic,4,FLASH_G1UXZQ,41,182,BNDL_LUK1A7,206.02,2,Durable
CMP_UMDJ8D,PROD_CXVBTI,23764.99,2452,430,37783.09,1.27,CUST_CWDVO7,Premium,2,FLASH_TNYUM2,37,96,BNDL_19YAFJ,225.16,3,Stylish
CMP_33RGXX,PROD_WWUEUM,9585.22,1413,12,19428.2,4.09,CUST_ROZUPZ,Premium,16,FLASH_DH3UI2,61,26,BNDL_55ZOVR,273.25,1,Affordable
CMP_KMKQUV,PROD_Y8NLOR,27584.36,3009,322,62189.02,0.52,CUST_T852PK,Basic,10,FLASH_2RZUHQ,44,86,BNDL_34KRUG,249.67,4,Affordable
CMP_F0C0JS,PROD_WBAILP,7167.22,4582,28,70182.66,1.58,CUST_LQGML7,Premium,30,FLASH_1U1A5V,29,29,BNDL_3T4HT3,182.13,4,Durable
CMP_WHEXT0,PROD_WSRODH,20232.58,3789,46,91640.04,2.65,CUST_UOCNRM,Standard,6,FLASH_ODZ061,12,165,BNDL_ZFE3SG,364.98,1,Affordable
CMP_Z2Y1LI,PROD_Z3ID3S,11350.04,4729,586,12028.22,4.67,CUST_2OKZ40,Standard,25,FLASH_5XXNR7,16,9,BNDL_OKNSW2,459.58,1,Innovative
CMP_UIORCK,PROD_KEAU2E,45865.45,2051,687,49139.17,4.07,CUST_OBFPHE,Standard,18,FLASH_2TPWX3,38,62,BNDL_2LGPP8,241.44,3,Durable
CMP_X6T55Q,PROD_IT464I,8651.75,328,285,36373.43,1.62,CUST_I0D6YF,Basic,1,FLASH_AAY5JH,68,133,BNDL_RY5A67,159.94,3,Stylish
CMP_OAMWNK,PROD_BP8TCU,46262.69,4481,355,28242.02,2.09,CUST_VX894G,Premium,18,FLASH_9CSYRT,68,29,BNDL_PUGMZ3,374.46,4,Innovative
